Date,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
09/03/17,1.84334,-2.83385,15.6726,-20.14662,1.5527,1.74194
10/03/17,1.91641,-2.90533,8.84965,-13.50057,1.53611,1.81105
11/03/17,1.91641,-2.90533,8.84965,-13.50057,1.53611,1.81105
12/03/17,1.91641,-2.90533,8.84965,-13.50057,1.53611,1.81105
13/03/17,1.80986,-2.78889,25.8168,-30,1.60597,1.70268
14/03/17,1.81614,-2.76948,25.86719,-30,1.62619,1.71785
15/03/17,1.77046,-2.7397,17.53474,-21.78242,1.5257,1.67365
16/03/17,1.78753,-2.74263,16.3532,-20.48742,1.63296,1.77783
17/03/17,1.78216,-2.7476,11.59819,-15.76092,1.49504,1.70416
18/03/17,1.78216,-2.7476,11.59819,-15.76092,1.49504,1.70416
19/03/17,1.78216,-2.7476,11.59819,-15.76092,1.49504,1.70416
20/03/17,1.7691,-2.70269,11.68577,-15.85703,1.53231,1.73647
21/03/17,1.83293,-2.7376,3.71505,-8.18467,1.42494,1.90358
22/03/17,1.70606,-2.60055,8.76957,-12.86929,1.54808,1.79835
23/03/17,1.71643,-2.5973,10.22979,-14.30921,1.59944,1.81647
24/03/17,1.74601,-2.6216,18.26072,-22.21618,1.65535,1.78934
25/03/17,1.74601,-2.6216,18.26072,-22.21618,1.65535,1.78934
26/03/17,1.74601,-2.6216,18.26072,-22.21618,1.65535,1.78934
27/03/17,1.69304,-2.55807,15.55095,-19.43899,1.67182,1.82717
28/03/17,1.72118,-2.57688,12.31989,-16.21242,1.68115,1.87479
29/03/17,1.72758,-2.56522,26.10349,-30,1.72885,1.82777
30/03/17,1.71262,-2.52089,20.36709,-24.47126,1.71007,1.83751
31/03/17,1.71984,-2.48265,18.12741,-22.27206,1.70136,1.84439
01/04/17,1.71984,-2.48265,18.12741,-22.27206,1.70136,1.84439
02/04/17,1.71984,-2.48265,18.12741,-22.27206,1.70136,1.84439
03/04/17,1.6956,-2.43064,25.68814,-29.99621,1.67659,1.77877
04/04/17,1.41016,-2.08631,9.4256,-11.1364,4.4309,3.60254
05/04/17,1.67217,-2.36099,-1.21314,-6.11559,0.52068,2.10647
06/04/17,1.65655,-2.26087,-1.65762,-6.28032,0.42566,2.04294
07/04/17,1.63144,-2.20652,-1.7847,-6.26431,0.40596,2.03126
08/04/17,1.63144,-2.20652,-1.7847,-6.26431,0.40596,2.03126
09/04/17,1.63144,-2.20652,-1.7847,-6.26431,0.40596,2.03126
10/04/17,1.58974,-2.22161,-1.59541,-6.19829,0.42838,2.0411
11/04/17,1.58102,-2.26039,-1.36397,-6.11671,0.47316,2.04871
12/04/17,1.54509,-2.24658,-1.4454,-6.08658,0.44608,2.01158
13/04/17,1.46888,-2.13693,-1.50504,-5.97781,0.43019,1.99638
14/04/17,1.46888,-2.13693,-1.50504,-5.97781,0.43019,1.99638
15/04/17,1.46888,-2.13693,-1.50504,-5.97781,0.43019,1.99638
16/04/17,1.46888,-2.13693,-1.50504,-5.97781,0.43019,1.99638
17/04/17,1.46888,-2.13693,-1.50504,-5.97781,0.43019,1.99638
18/04/17,1.4693,-2.12994,-1.4262,-5.89452,0.45878,2.01266
19/04/17,1.46676,-2.13247,-1.3708,-5.66534,0.49765,2.07496
20/04/17,1.5128,-2.14322,-1.55475,-5.76057,0.44202,2.02647
21/04/17,1.50078,-2.16232,-1.24518,-5.55549,0.54113,2.05611
22/04/17,1.50078,-2.16232,-1.24518,-5.55549,0.54113,2.05611
23/04/17,1.50078,-2.16232,-1.24518,-5.55549,0.54113,2.05611
24/04/17,1.61902,-2.29216,-1.05454,-5.41877,0.59289,2.09867
25/04/17,1.69572,-2.32544,-1.35384,-5.6469,0.54025,2.11486
26/04/17,1.69503,-2.3163,-1.36741,-5.60999,0.55315,2.12079
27/04/17,1.70616,-2.32938,-1.36346,-5.63913,0.56617,2.14429
28/04/17,1.74353,-2.37674,-1.33117,-5.61103,0.63335,2.22454
29/04/17,1.74353,-2.37674,-1.33117,-5.61103,0.63335,2.22454
30/04/17,1.74353,-2.37674,-1.33117,-5.61103,0.63335,2.22454
01/05/17,1.74353,-2.37674,-1.33117,-5.61103,0.63335,2.22454
02/05/17,1.72675,-2.39304,-1.12839,-5.75585,0.61393,2.15039
03/05/17,1.72129,-2.4286,-0.89007,-5.69541,0.67051,2.16552
04/05/17,1.74033,-2.45609,-0.91053,-5.73232,0.6447,2.10965
05/05/17,1.75571,-2.46274,-1.03478,-5.81472,0.60157,2.09942
06/05/17,1.75571,-2.46274,-1.03478,-5.81472,0.60157,2.09942
07/05/17,1.75571,-2.46274,-1.03478,-5.81472,0.60157,2.09942
08/05/17,1.77948,-2.45079,-1.3315,-5.98944,0.50346,2.05346
09/05/17,1.83103,-2.51686,-1.32164,-6.08087,0.4959,2.03826
10/05/17,1.81764,-2.48282,-1.3982,-6.08939,0.48845,2.05219
11/05/17,1.82658,-2.47843,-1.5971,-6.15933,0.43338,1.99856
12/05/17,1.79852,-2.46924,-1.40655,-6.14589,0.46299,2.01974
13/05/17,1.79852,-2.46924,-1.40655,-6.14589,0.46299,2.01974
14/05/17,1.79852,-2.46924,-1.40655,-6.14589,0.46299,2.01974
15/05/17,1.82873,-2.4695,-1.4624,-6.21489,0.4672,2.036
16/05/17,1.89482,-2.56392,-1.36349,-6.28347,0.49671,2.06558
17/05/17,1.86992,-2.52723,-1.42199,-6.16392,0.50072,2.10033
18/05/17,1.78336,-2.3998,-1.54771,-6.24069,0.45683,2.08815
19/05/17,1.82242,-2.43665,-1.52627,-6.19024,0.48068,2.11971
20/05/17,1.82242,-2.43665,-1.52627,-6.19024,0.48068,2.11971
21/05/17,1.82242,-2.43665,-1.52627,-6.19024,0.48068,2.11971
22/05/17,1.87583,-2.51656,-1.43507,-6.21014,0.51728,2.15578
23/05/17,1.8901,-2.48011,-1.74598,-6.3304,0.44572,2.08774
24/05/17,1.85971,-2.44371,-1.75708,-6.31684,0.43974,2.07981
25/05/17,1.83308,-2.4147,-1.76705,-6.28798,0.44386,2.09853
26/05/17,1.81723,-2.42361,-1.666,-6.28256,0.45629,2.10539
27/05/17,1.81723,-2.42361,-1.666,-6.28256,0.45629,2.10539
28/05/17,1.81723,-2.42361,-1.666,-6.28256,0.45629,2.10539
29/05/17,1.8084,-2.40707,-1.70479,-6.29527,0.4527,2.11111
30/05/17,1.78891,-2.38604,-1.70906,-6.35412,0.44575,2.10837
31/05/17,1.80291,-2.42013,-1.65132,-6.39828,0.45237,2.11766
01/06/17,1.81311,-2.42671,-1.65763,-6.39756,0.46134,2.11734
02/06/17,1.78194,-2.41133,-1.63393,-6.35683,0.45292,2.10982
03/06/17,1.78194,-2.41133,-1.63393,-6.35683,0.45292,2.10982
04/06/17,1.78194,-2.41133,-1.63393,-6.35683,0.45292,2.10982
05/06/17,1.78194,-2.41133,-1.63393,-6.35683,0.45292,2.10982
06/06/17,1.78005,-2.40836,-1.65097,-6.30874,0.46572,2.15926
07/06/17,1.78802,-2.45484,-1.47589,-6.22459,0.5178,2.20557
08/06/17,1.79708,-2.50255,-1.37368,-6.23669,0.51437,2.17567
09/06/17,1.74864,-2.45698,-1.30057,-6.15547,0.52402,2.16395
10/06/17,1.74864,-2.45698,-1.30057,-6.15547,0.52402,2.16395
11/06/17,1.74864,-2.45698,-1.30057,-6.15547,0.52402,2.16395
12/06/17,1.77607,-2.50177,-1.26666,-6.25051,0.528,2.18884
13/06/17,1.77703,-2.49861,-1.19344,-6.12372,0.55469,2.19856
14/06/17,1.72621,-2.51492,-14.21357,10.36062,1.88702,1.60739
15/06/17,1.67055,-2.4478,-29.99273,26.21445,1.79771,1.67532
16/06/17,1.74211,-2.52918,-11.06566,7.45648,1.90161,1.51324
17/06/17,1.74211,-2.52918,-11.06566,7.45648,1.90161,1.51324
18/06/17,1.74211,-2.52918,-11.06566,7.45648,1.90161,1.51324
19/06/17,1.74386,-2.52956,-24.85764,21.00166,1.80654,1.64871
20/06/17,1.69629,-2.47317,-15.19072,11.50128,1.87511,1.61497
21/06/17,1.662,-2.44934,-18.87188,15.19258,1.82696,1.62032
22/06/17,1.61781,-2.39869,-29.98245,26.48338,1.83148,1.71468
23/06/17,1.64091,-2.43783,-26.55762,23.00507,1.78956,1.64636
24/06/17,1.64091,-2.43783,-26.55762,23.00507,1.78956,1.64636
25/06/17,1.64091,-2.43783,-26.55762,23.00507,1.78956,1.64636
26/06/17,1.65001,-2.43632,-26.23362,22.6493,1.83,1.68841
27/06/17,1.65001,-2.46185,-27.75398,24.30196,1.78497,1.65111
28/06/17,1.75808,-2.55731,-27.38596,23.90589,1.81245,1.68712
29/06/17,1.7929,-2.59986,-29.31137,25.76186,1.76797,1.64843
30/06/17,1.78529,-2.59107,-27.24948,23.68634,1.71336,1.58797
01/07/17,1.78529,-2.59107,-27.24948,23.68634,1.71336,1.58797
02/07/17,1.78529,-2.59107,-27.24948,23.68634,1.71336,1.58797
03/07/17,1.83047,-2.62759,-29.99899,26.34828,1.72062,1.60987
04/07/17,1.89721,-2.67811,-20.23422,16.46618,1.79958,1.63172
05/07/17,1.94778,-2.72067,-28.02172,24.19667,1.82835,1.71321
06/07/17,1.40976,-2.11574,13.45327,-13.37157,5.34579,4.51143
07/07/17,1.51754,-2.21322,21.87106,-22.16876,4.78326,4.32968
08/07/17,1.51754,-2.21322,21.87106,-22.16876,4.78326,4.32968
09/07/17,1.51754,-2.21322,21.87106,-22.16876,4.78326,4.32968
10/07/17,1.51002,-2.19591,26.81183,-27.24029,4.70249,4.31198
11/07/17,1.64169,-2.32054,13.05196,-13.75396,4.641,3.97322
12/07/17,1.70501,-2.37575,10.02709,-11.17899,4.36982,3.69863
13/07/17,1.68824,-2.34717,5.97496,-7.01656,4.73287,3.52472
14/07/17,1.70753,-2.38201,18.24561,-19.63277,4.08383,3.73274
15/07/17,1.70753,-2.38201,18.24561,-19.63277,4.08383,3.73274
16/07/17,1.70753,-2.38201,18.24561,-19.63277,4.08383,3.73274
17/07/17,1.73961,-2.40874,14.50004,-16.00973,4.00763,3.61132
18/07/17,1.72652,-2.39884,27.3519,-28.90407,3.95541,3.74113
19/07/17,1.75679,-2.43196,11.41128,-13.02637,4.03475,3.57615
20/07/17,1.75679,-2.43196,11.41128,-13.02637,4.03475,3.57615
21/07/17,1.70462,-2.37209,14.40673,-15.87689,4.25117,3.80005
22/07/17,1.70462,-2.37209,14.40673,-15.87689,4.25117,3.80005
23/07/17,1.70462,-2.37209,14.40673,-15.87689,4.25117,3.80005
24/07/17,1.63955,-2.29684,3.48364,-4.28917,5.45907,3.27387
25/07/17,1.64819,-2.30867,4.00074,-4.95343,5.10205,3.28826
26/07/17,1.75975,-2.41501,6.83171,-8.33458,4.28947,3.44078
27/07/17,1.73691,-2.38385,7.02676,-8.68368,4.2035,3.41489
28/07/17,1.76719,-2.40869,6.42496,-7.81158,4.47147,3.45773
29/07/17,1.76719,-2.40869,6.42496,-7.81158,4.47147,3.45773
30/07/17,1.76719,-2.40869,6.42496,-7.81158,4.47147,3.45773
31/07/17,1.76955,-2.40812,4.41393,-5.79222,4.68211,3.23586
01/08/17,1.70304,-2.32783,4.45561,-6.09274,4.27985,3.10311
02/08/17,1.69464,-2.31047,16.85517,-18.88298,3.79996,3.46712
03/08/17,1.68465,-2.3059,20.15973,-22.12928,3.79834,3.52299
04/08/17,1.61644,-2.25217,28.1834,-30,3.89882,3.6795
05/08/17,1.61644,-2.25217,28.1834,-30,3.89882,3.6795
06/08/17,1.61644,-2.25217,28.1834,-30,3.89882,3.6795
07/08/17,1.61552,-2.25666,28.35511,-30,3.9993,3.76506
08/08/17,1.8381,-2.24582,-3.97352,-7.2892,2.34872,0.01074
09/08/17,1.80582,-2.20484,-4.02363,-6.18963,2.32592,0.01225
10/08/17,1.80582,-2.20484,-4.02363,-6.18963,2.32592,0.01225
11/08/17,1.72931,-2.18274,-3.87468,-2.26372,2.36553,0.02649
12/08/17,1.72931,-2.18274,-3.87468,-2.26372,2.36553,0.02649
13/08/17,1.72931,-2.18274,-3.87468,-2.26372,2.36553,0.02649
14/08/17,1.79092,-2.19153,-4.04413,-0.89707,2.31301,0.0962
15/08/17,1.79092,-2.19153,-4.04413,-0.89707,2.31301,0.0962
16/08/17,1.818,-2.50396,0.13395,-5.41616,1.12873,2.15844
17/08/17,1.79456,-2.49439,0.00837,-5.46505,1.03307,2.15909
18/08/17,1.75672,-2.47207,0.01674,-5.53597,0.98198,2.15393
19/08/17,1.75672,-2.47207,0.01674,-5.53597,0.98198,2.15393
20/08/17,1.75672,-2.47207,0.01674,-5.53597,0.98198,2.15393
21/08/17,1.75672,-2.47207,0.01674,-5.53597,0.98198,2.15393
22/08/17,1.75672,-2.47207,0.01674,-5.53597,0.98198,2.15393
23/08/17,1.7829,-2.49947,0.03005,-5.50778,1.0236,2.17572
24/08/17,1.72926,-2.47014,0.0601,-5.64203,0.93317,2.11552
25/08/17,1.78639,-2.53011,0.06049,-5.67644,0.97702,2.15632
26/08/17,1.78639,-2.53011,0.06049,-5.67644,0.97702,2.15632
27/08/17,1.78639,-2.53011,0.06049,-5.67644,0.97702,2.15632
28/08/17,1.77285,-2.51598,0.12098,-5.63127,1.02075,2.17418
29/08/17,1.70368,-2.47824,0.24196,-5.75479,0.98478,2.1549
30/08/17,1.72409,-2.50411,0.01512,-5.75183,0.88595,2.13487
31/08/17,1.73866,-2.52889,0.03024,-5.70445,0.91346,2.14135
01/09/17,1.73866,-2.52889,0.03024,-5.70445,0.91346,2.14135
02/09/17,1.73866,-2.52889,0.03024,-5.70445,0.91346,2.14135
03/09/17,1.73866,-2.52889,0.03024,-5.70445,0.91346,2.14135
04/09/17,1.79963,-2.59095,0.06048,-5.87614,0.93749,2.17138
05/09/17,1.82205,-2.62694,0.12096,-6.09113,0.88514,2.11319
06/09/17,1.73765,-2.54043,0.00756,-5.84438,0.8722,2.12774
07/09/17,1.74507,-2.54844,-5.20573,1.68875,2.12817,1.18028
08/09/17,1.73957,-2.52426,-9.97449,6.08039,1.97673,1.62188
09/09/17,1.73957,-2.52426,-9.97449,6.08039,1.97673,1.62188
10/09/17,1.73957,-2.52426,-9.97449,6.08039,1.97673,1.62188
11/09/17,1.78272,-2.57887,-24.01915,19.93301,1.86604,1.73136
12/09/17,1.78461,-2.56325,-29.99318,25.87741,1.81688,1.71442
13/09/17,1.84353,-2.63778,-29.2498,25.1232,1.80445,1.69335
14/09/17,1.84323,-2.64643,-29.97339,25.86251,1.77488,1.66481
15/09/17,1.87666,-2.69494,-29.99451,25.98455,1.83512,1.72717
16/09/17,1.87666,-2.69494,-29.99451,25.98455,1.83512,1.72717
17/09/17,1.87666,-2.69494,-29.99451,25.98455,1.83512,1.72717
18/09/17,1.89082,-2.85568,-3.55823,0.88523,2.47386,0.47531
19/09/17,1.90081,-2.8177,-3.66538,0.82904,2.43452,0.52689
20/09/17,1.86733,-2.73819,-4.0994,0.97133,2.29047,0.74283
21/09/17,1.8877,-2.80771,-3.60669,0.85041,2.3948,0.52882
22/09/17,1.87385,-2.82991,-3.47662,0.89665,2.41624,0.46189
23/09/17,1.87385,-2.82991,-3.47662,0.89665,2.41624,0.46189
24/09/17,1.87385,-2.82991,-3.47662,0.89665,2.41624,0.46189
25/09/17,1.81771,-2.71022,-3.79093,0.85055,2.33169,0.57901
26/09/17,1.85447,-2.76985,-3.54926,0.73072,2.48425,0.47409
27/09/17,1.92854,-2.40429,-4.03299,-2.74924,2.36585,0.02602
28/09/17,1.94131,-2.41815,-4.02322,-5.65391,2.33941,0.01235
29/09/17,1.88347,-2.34,-4.06436,-1.38362,2.33709,0.05894
30/09/17,1.88347,-2.34,-4.06436,-1.38362,2.33709,0.05894
01/10/17,1.88347,-2.34,-4.06436,-1.38362,2.33709,0.05894
02/10/17,1.89171,-2.32811,-4.10916,-1.22898,2.31652,0.07083
03/10/17,1.89171,-2.32811,-4.10916,-1.22898,2.31652,0.07083
04/10/17,1.88114,-2.33412,-4.10517,-1.51982,2.33204,0.05314
05/10/17,1.85448,-2.59437,-9.16874,5.2703,1.94047,1.58475
06/10/17,1.88735,-2.6185,-7.00999,3.17393,1.99785,1.5002
07/10/17,1.88735,-2.6185,-7.00999,3.17393,1.99785,1.5002
08/10/17,1.88735,-2.6185,-7.00999,3.17393,1.99785,1.5002
09/10/17,1.86227,-2.59847,-19.81717,15.80038,1.88968,1.75854
10/10/17,1.84129,-2.5627,-22.3101,18.28223,1.89177,1.78185
11/10/17,1.64249,-2.34922,5.09562,-6.26829,4.77893,3.44881
12/10/17,1.62927,-2.34154,8.60736,-9.87006,4.52443,3.70266
13/10/17,1.56368,-2.28137,4.39425,-5.19339,5.33493,3.4225
14/10/17,1.56368,-2.28137,4.39425,-5.19339,5.33493,3.4225
15/10/17,1.56368,-2.28137,4.39425,-5.19339,5.33493,3.4225
16/10/17,1.5846,-2.30555,16.79874,-18.18431,4.40041,3.93315
17/10/17,1.55319,-2.2749,15.8512,-17.27213,4.39054,3.90881
18/10/17,1.56671,-2.29589,16.50701,-17.89342,4.38127,3.94315
19/10/17,1.59672,-2.32875,13.01557,-14.39853,4.39234,3.85384
20/10/17,1.67721,-2.41101,8.95501,-10.39283,4.38569,3.664
21/10/17,1.67721,-2.41101,8.95501,-10.39283,4.38569,3.664
22/10/17,1.67721,-2.41101,8.95501,-10.39283,4.38569,3.664
23/10/17,1.65042,-2.38119,7.87548,-9.15716,4.58109,3.66071
24/10/17,1.68629,-2.41006,6.03091,-7.34006,4.54468,3.47484
25/10/17,1.70066,-2.41826,16.04834,-17.5226,4.18027,3.75695
26/10/17,1.69429,-2.41619,6.12815,-7.46392,4.49521,3.4792
27/10/17,1.62815,-2.36766,5.90244,-6.99009,4.96436,3.58644
28/10/17,1.62815,-2.36766,5.90244,-6.99009,4.96436,3.58644
29/10/17,1.62815,-2.36766,5.90244,-6.99009,4.96436,3.58644
30/10/17,1.60514,-2.34387,11.26804,-12.6212,4.53295,3.8346
31/10/17,1.60514,-2.34387,11.26804,-12.6212,4.53295,3.8346
01/11/17,1.5826,-2.30802,11.26215,-12.6994,4.43006,3.78017
02/11/17,1.63323,-2.35231,17.17683,-18.73452,4.27217,3.84695
03/11/17,1.60627,-2.3267,28.29166,-30,4.09834,3.85416
04/11/17,1.60627,-2.3267,28.29166,-30,4.09834,3.85416
05/11/17,1.60627,-2.3267,28.29166,-30,4.09834,3.85416
06/11/17,1.58513,-2.31004,28.31272,-30,4.15843,3.90936
07/11/17,1.60127,-2.31542,28.23731,-29.99824,4.1049,3.8591
08/11/17,1.58599,-2.30238,27.57714,-29.39171,4.09126,3.85053
09/11/17,1.59036,-2.3025,26.20845,-27.95286,4.16197,3.89597
10/11/17,1.6678,-2.37645,-19.46423,17.56658,3.82369,4.23361
11/11/17,1.6678,-2.37645,-19.46423,17.56658,3.82369,4.23361
12/11/17,1.6678,-2.37645,-19.46423,17.56658,3.82369,4.23361
13/11/17,1.66586,-2.38154,-27.77679,25.84059,3.80859,4.06974
14/11/17,1.6674,-2.38728,-30,28.2757,3.9433,4.2107
15/11/17,1.5843,-2.30904,-29.99656,28.38024,4.03396,4.31098
16/11/17,1.59797,-2.33044,-27.14503,25.63931,4.05583,4.37037
17/11/17,1.59884,-2.32685,-29.99876,28.45236,4.06724,4.34261
18/11/17,1.59884,-2.32685,-29.99876,28.45236,4.06724,4.34261
19/11/17,1.59884,-2.32685,-29.99876,28.45236,4.06724,4.34261
20/11/17,1.56553,-2.28517,-29.99948,28.36695,3.98684,4.25181
21/11/17,1.49821,-2.22259,-30,28.47754,4.00983,4.27584
22/11/17,1.53276,-2.23771,-29.76279,28.13303,3.85524,4.08824
23/11/17,1.50125,-2.20122,-29.06564,27.46427,3.89254,4.13966
24/11/17,1.51885,-2.22493,-29.99871,28.46818,3.92872,4.17289
25/11/17,1.51885,-2.22493,-29.99871,28.46818,3.92872,4.17289
26/11/17,1.51885,-2.22493,-29.99871,28.46818,3.92872,4.17289
27/11/17,1.50697,-2.21142,-29.91639,28.34346,3.89007,4.13146
28/11/17,1.46288,-2.17565,-9.92573,8.31824,3.75084,4.61817
29/11/17,1.46787,-2.18385,-5.60215,3.95376,3.4697,5.25577
30/11/17,1.50869,-2.24797,-6.08562,4.46099,3.5336,4.9397
01/12/17,1.42791,-2.17899,-21.61236,20.39969,4.07315,4.43951
02/12/17,1.42791,-2.17899,-21.61236,20.39969,4.07315,4.43951
03/12/17,1.42791,-2.17899,-21.61236,20.39969,4.07315,4.43951
04/12/17,1.41252,-2.18274,-19.56502,18.42184,4.10486,4.51343
05/12/17,1.67611,-2.50913,-7.13754,3.67655,1.9656,1.47087
06/12/17,1.68016,-2.63512,-3.2306,0.67514,2.4812,0.45095
07/12/17,1.68592,-2.63253,-3.3394,0.64132,2.44997,0.54111
08/12/17,1.72766,-2.71774,-3.35325,0.72401,2.45797,0.53266
09/12/17,1.72766,-2.71774,-3.35325,0.72401,2.45797,0.53266
10/12/17,1.72766,-2.71774,-3.35325,0.72401,2.45797,0.53266
11/12/17,1.70009,-2.72652,-2.98295,0.7159,2.61582,0.41269
12/12/17,1.68867,-2.82744,-2.75423,1.0087,2.64478,0.37155
13/12/17,1.7492,-2.9693,-2.7006,1.1998,2.66895,0.35896
14/12/17,1.72577,-2.92567,-2.7026,1.06377,2.65035,0.39862
15/12/17,1.67474,-2.84203,-2.82162,0.93449,2.59269,0.50152
16/12/17,1.67474,-2.84203,-2.82162,0.93449,2.59269,0.50152
17/12/17,1.67474,-2.84203,-2.82162,0.93449,2.59269,0.50152
18/12/17,1.64209,-2.88351,-2.4519,1.06347,2.6975,0.46365
19/12/17,1.71523,-3.01406,-2.42914,1.18716,2.77939,0.45916
20/12/17,1.75406,-3.1179,-2.08272,1.32661,2.86876,0.38251
21/12/17,1.80662,-3.06327,-2.39414,1.12637,2.69967,0.42579
22/12/17,1.78603,-3.01077,-2.17909,1.04698,2.82361,0.36187
23/12/17,1.78603,-3.01077,-2.17909,1.04698,2.82361,0.36187
24/12/17,1.78603,-3.01077,-2.17909,1.04698,2.82361,0.36187
25/12/17,1.78603,-3.01077,-2.17909,1.04698,2.82361,0.36187
26/12/17,1.78603,-3.01077,-2.17909,1.04698,2.82361,0.36187
27/12/17,1.78479,-3.00059,-2.14442,0.98957,2.85934,0.40121
28/12/17,1.79988,-2.97702,-2.03389,1.08718,2.96505,0.30523
29/12/17,1.8249,-2.99863,-2.17475,1.08675,2.90092,0.34245
30/12/17,1.8249,-2.99863,-2.17475,1.08675,2.90092,0.34245
31/12/17,1.8249,-2.99863,-2.17475,1.08675,2.90092,0.34245
01/01/18,1.8249,-2.99863,-2.17475,1.08675,2.90092,0.34245
02/01/18,1.87619,-2.92811,-2.48046,1.00037,2.80038,0.27356
03/01/18,1.85749,-2.78527,-2.78822,0.72817,2.6147,0.25903
04/01/18,1.84353,-2.72934,-2.74919,0.57798,2.62716,0.27187
05/01/18,1.78665,-2.57202,-2.87274,0.44822,2.5588,0.21746
06/01/18,1.78665,-2.57202,-2.87274,0.44822,2.5588,0.21746
07/01/18,1.78665,-2.57202,-2.87274,0.44822,2.5588,0.21746
08/01/18,1.82693,-2.64587,-2.85267,0.52412,2.62604,0.22472
09/01/18,1.8259,-2.61345,-2.95357,0.47493,2.56887,0.22655
10/01/18,1.85772,-2.52557,-3.20428,0.1099,2.46773,0.37666
11/01/18,1.84538,-2.50681,-3.1851,0.09773,2.47925,0.38339
12/01/18,1.81377,-2.46662,-2.89922,0.44438,2.42048,0.01599
13/01/18,1.81377,-2.46662,-2.89922,0.44438,2.42048,0.01599
14/01/18,1.81377,-2.46662,-2.89922,0.44438,2.42048,0.01599
15/01/18,1.83805,-2.4996,-2.94066,0.19342,2.45041,0.05656
16/01/18,1.51046,-2.1572,2.16162,-1.45085,8.53865,1.95976
17/01/18,1.76955,-2.28121,-1.49252,-4.34592,0.79271,2.25567
18/01/18,1.81887,-2.34174,-1.41081,-4.5,0.78001,2.19118
19/01/18,1.81382,-2.2852,-1.61395,-4.55886,0.74017,2.17676
20/01/18,1.81382,-2.2852,-1.61395,-4.55886,0.74017,2.17676
21/01/18,1.81382,-2.2852,-1.61395,-4.55886,0.74017,2.17676
22/01/18,1.84528,-2.28929,-1.75297,-4.62741,0.73086,2.19239
23/01/18,1.79389,-2.22672,-1.74645,-4.512,0.74065,2.21369
24/01/18,1.82231,-2.25359,-1.73167,-4.45909,0.76237,2.22075
25/01/18,1.82379,-2.29392,-1.58354,-4.41775,0.79716,2.2073
26/01/18,1.71063,-2.23317,-1.684,-3.24536,1.01979,2.36766
27/01/18,1.71063,-2.23317,-1.684,-3.24536,1.01979,2.36766
28/01/18,1.71063,-2.23317,-1.684,-3.24536,1.01979,2.36766
29/01/18,1.72964,-2.27777,-1.41913,-3.01687,1.1253,2.25446
30/01/18,1.78089,-2.32643,-1.19061,-3.78538,0.95274,2.08202
31/01/18,1.74025,-2.26325,-1.34203,-3.81853,0.867,2.03199
01/02/18,1.75228,-2.27104,-1.1757,-4.04855,0.80903,1.87825
02/02/18,1.80047,-2.28455,-1.51148,-4.3732,0.68167,1.8535
03/02/18,1.80047,-2.28455,-1.51148,-4.3732,0.68167,1.8535
04/02/18,1.80047,-2.28455,-1.51148,-4.3732,0.68167,1.8535
05/02/18,1.81683,-2.30755,-1.45011,-4.70966,0.62651,1.8013
06/02/18,1.77598,-2.29383,-1.41367,-4.76698,0.61384,1.82088
07/02/18,1.76709,-2.29741,-1.28801,-4.5842,0.66666,1.84258
08/02/18,1.79751,-2.3532,-1.11515,-4.84669,0.60655,1.70669
09/02/18,1.78811,-2.32445,-1.11383,-4.61688,0.67661,1.7392
10/02/18,1.78811,-2.32445,-1.11383,-4.61688,0.67661,1.7392
11/02/18,1.78811,-2.32445,-1.11383,-4.61688,0.67661,1.7392
12/02/18,0.94488,-1.54032,-2.72741,2.47125,1.70362,13.25404
13/02/18,0.72732,-1.30338,-2.58407,3.02262,1.66636,14.26452
14/02/18,0.44945,-1.00447,-2.38032,3.89073,1.58964,14.91694
15/02/18,0.63631,-1.18227,-2.50829,3.4603,1.57774,14.91977
16/02/18,0.61854,-1.18122,-2.48755,3.45792,1.6485,14.70403
17/02/18,0.61854,-1.18122,-2.48755,3.45792,1.6485,14.70403
18/02/18,0.61854,-1.18122,-2.48755,3.45792,1.6485,14.70403
19/02/18,0.45487,-1.0095,-2.33215,3.86467,1.56526,15.43517
20/02/18,0.43874,-0.99833,-2.33288,4.03694,1.59273,15.2728
21/02/18,0.27034,-0.83551,-2.14206,4.37029,1.54526,15.90655
22/02/18,0.61237,-1.19661,-2.40474,3.44018,1.69171,15.49464
23/02/18,0.28898,-0.8582,-2.18432,4.24967,1.55823,15.97473
24/02/18,0.28898,-0.8582,-2.18432,4.24967,1.55823,15.97473
25/02/18,0.28898,-0.8582,-2.18432,4.24967,1.55823,15.97473
26/02/18,0.40444,-0.96774,-2.24768,3.77043,1.58874,15.90351
27/02/18,0.41782,-0.98613,-2.22361,3.74091,1.60823,15.53999
28/02/18,0.41782,-0.98613,-2.22361,3.74091,1.60823,15.53999
01/03/18,0.27427,-0.87725,-2.11351,4.11133,1.61289,15.94112
02/03/18,0.29483,-0.89523,-2.09936,3.99737,1.6808,15.6974
03/03/18,0.29483,-0.89523,-2.09936,3.99737,1.6808,15.6974
04/03/18,0.29483,-0.89523,-2.09936,3.99737,1.6808,15.6974
05/03/18,0.19637,-0.80835,-2.02135,4.32119,1.63747,15.51658
06/03/18,1.77278,-2.37022,-3.17704,-0.25186,2.02529,0.09602
07/03/18,1.76773,-2.431,-2.88777,-0.09102,2.04523,1.04746
08/03/18,1.75032,-2.41478,-1.35823,-1.31544,2.26042,1.74756
09/03/18,1.73106,-2.39405,-1.15005,-2.48994,1.53089,2.20681
